_id,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,circulating_supply,current_price,fully_diluted_valuation,high_24h,id,image,last_updated,low_24h,market_cap,market_cap_change_24h,market_cap_change_percentage_24h,market_cap_rank,max_supply,name,price_change_24h,price_change_percentage_24h,roi,roi.currency,roi.percentage,roi.times,symbol,total_supply,total_volume
token/sybc-coin,199.92,-99.997,2021-10-12T16:39:52.983Z,1e-06,597260.70132,2021-05-24T16:55:48.918Z,18493432.4044,0.00595219,119848644.0,0.00606999,sybc-coin,https://assets.coingecko.com/coins/images/12901/large/sybc.png?1603346599,2022-05-12T23:11:01.356Z,0.00264052,110821.0,61988.0,126.94172,3162.0,20000000000.0,SYBC Coin,0.00331167,125.41762,,,,,sybc,20000000000.0,2.98
token/moar,3.14,-99.0102,2021-04-28T16:58:29.474Z,0.03067565,1.35117,2022-05-07T23:02:57.084Z,3558650.412560215,0.03109013,,,moar,https://assets.coingecko.com/coins/images/15057/large/moar.PNG?1619589388,2022-05-09T00:47:32.045Z,,110639.0,,,3163.0,,Moar Finance,,,,,,,moar,10000000.0,0.0
token/devery,0.352123,-99.46302,2018-05-05T10:52:56.601Z,0.00026971,601.06369,2019-12-29T16:42:57.952Z,62918410.0,0.00171151,,0.00229978,devery,https://assets.coingecko.com/coins/images/2681/large/devery.png?1547036885,2022-05-12T23:13:44.045Z,0.00168702,110322.0,-28178.667565217576,-20.34545,3139.0,,Devery,-0.0005023337807894,-22.69056,,eth,-99.486572029708,-0.99486572029708,eve,100000000.0,6879.4
token/fortress,14.12,-99.87066,2021-05-16T16:23:46.003Z,0.01525598,19.75269,2022-05-12T07:28:35.877Z,6018219.775329615,0.01844418,,0.01947786,fortress,https://assets.coingecko.com/coins/images/15036/large/FTS_logo_200x200.png?1619504869,2022-05-12T23:14:49.319Z,0.01525598,110314.0,562.2,0.51224,3166.0,,Fortress Loans,-4.12588077232e-05,-0.2232,,,,,fts,10000000.0,178.24
token/y-coin,0.060866,-84.56356,2021-11-10T14:07:45.545Z,0.0,1.1530189873425675e+45,2021-08-05T16:07:34.693Z,11738296.42326487,0.00939556,,,y-coin,https://assets.coingecko.com/coins/images/14128/large/BIG-POTAT-200x200-removebg-preview.png?1614576159,2022-05-05T07:38:51.760Z,,110288.0,,,3167.0,,Y Coin,,,,,,,yco,15000000.0,91.44
token/lien,956.78,-99.96779,2020-09-02T01:41:04.588Z,0.01022065,2914.89939,2022-04-13T20:11:26.361Z,354874.25822865,0.312815,309893.0,0.590565,lien,https://assets.coingecko.com/coins/images/12224/large/Lien.png?1598262819,2022-05-12T23:14:18.017Z,0.30337,109973.0,-103204.4224553981,-48.41248,3168.0,1000000.0,Lien,-0.2624126499290374,-45.61895,,,,,lien,1000000.0,18185.53
token/1million-token,4.04,-96.74655,2021-03-25T02:18:38.035Z,5.628e-05,233145.31132,2020-04-18T13:45:10.146Z,831703.0569212,0.132224,,0.139117,1million-token,https://assets.coingecko.com/coins/images/8495/large/1MTp.png?1586964391,2022-05-12T23:13:45.979Z,0.109118,109896.0,1287.48,1.18543,3171.0,,1Million Token,-0.0006754262290002,-0.50822,,,,,1mt,995699.2257622,59.69
token/polkainsure-finance,108.76,-98.69796,2021-02-16T15:52:24.655Z,0.03925949,3507.10524,2022-04-27T13:14:54.816Z,76731.83566043573,1.44,,1.45,polkainsure-finance,https://assets.coingecko.com/coins/images/13544/large/Logo_Polkainsure___Final-200x200-01.png?1609686092,2022-05-12T23:14:36.619Z,0.737213,109815.0,1771.41,1.63953,3170.0,,Polkainsure Finance,0.01561956,1.09835,,,,,pis,80000.0,18945.75
token/sentinel-chain,0.22051,-99.84086,2018-05-05T13:48:55.541Z,0.00031106,12.81018,2022-05-12T09:33:47.387Z,309088616.9806,0.00035218,,0.00039858,sentinel-chain,https://assets.coingecko.com/coins/images/2960/large/sentinel-chain.jpg?1547037201,2022-05-12T23:14:31.460Z,0.00031106,107029.0,-9452.805531518592,-8.11529,3171.0,,Sentinel Chain,-9.2057294861e-06,-2.54733,,usd,-99.55977341574298,-0.99559773415743,senc,500000000.0,17156.86
token/remex,2.947e-09,-94.99294,2021-10-27T12:58:46.697Z,1.47537e-10,0.02127,2022-05-08T17:38:16.577Z,724529945658799.4,1.47569e-10,,,remex,https://assets.coingecko.com/coins/images/17900/large/12.png?1629773152,2022-05-08T17:44:37.082Z,,106918.0,,,3172.0,,RemeX,,,,,,,rmx,1000000000000000.0,3.59
token/cryptobonusmiles,0.00264991,-99.19813,2019-08-16T07:34:18.441Z,1.62e-06,1212.39807,2020-04-23T03:58:30.102Z,5000000000.0,2.136e-05,,2.306e-05,cryptobonusmiles,https://assets.coingecko.com/coins/images/9302/large/CryptoBonusMiles.png?1565865043,2022-05-12T23:08:43.904Z,1.826e-05,106824.0,-52.35217928260681,-0.04898,3179.0,,CryptoBonusMiles,-2.51076167311e-07,-1.16154,,,,,cbm,5000000000.0,237.15
token/index-coop-matic-2x-flexible-leverage-index,173.72,-95.65708,2022-02-09T22:37:46.653Z,5.77,30.71141,2022-05-12T07:25:31.147Z,13886.0,7.79,,11.35,index-coop-matic-2x-flexible-leverage-index,https://assets.coingecko.com/coins/images/23388/large/MATIC2x-FLI.png?1644061428,2022-05-12T23:14:05.495Z,5.77,106792.0,-36901.26030871818,-25.68063,3174.0,,Index Coop - MATIC 2x Flexible Leverage Index,-2.5415055556360606,-24.58796,,,,,matic2x-fli-p,13886.0,31576.0
token/trendering,34.41,-96.8988,2020-08-14T18:15:26.859Z,1.023,4.31554,2022-05-12T09:21:10.642Z,100000.0,1.067,120589.0,1.11,trendering,https://assets.coingecko.com/coins/images/11941/large/trnd-ico-200.png?1605147194,2022-05-12T18:09:46.086Z,1.023,106716.0,-70116.0213369843,-39.65124,3175.0,113000.0,Trendering,0.04319579,4.21849,,,,,trnd,113000.0,3080.4
token/qbao,2.05,-99.9231,2018-01-09T00:00:00.000Z,0.00149822,5.36586,2022-05-12T07:54:51.721Z,67444595.0,0.00158731,,0.00211346,qbao,https://assets.coingecko.com/coins/images/1288/large/qbao.png?1548607469,2022-05-12T23:14:30.025Z,0.00149822,106263.0,-25499.45804200528,-19.35267,3176.0,,Qbao,-0.0004428345843325,-21.81291,,,,,qbt,100000000.0,14105.15
token/omni-consumer-protocol,0.162663,-94.50455,2021-05-05T09:12:47.366Z,0.00730935,22.29635,2022-03-30T15:28:00.676Z,11901824.931896755,0.00898389,,0.00939935,omni-consumer-protocol,https://assets.coingecko.com/coins/images/15243/large/ocp-200px.png?1622175368,2022-05-12T23:14:52.438Z,0.00867636,106105.0,-1858.64952192716,-1.72156,3177.0,,Omni Consumer Protocol,-5.18393972744e-05,-0.57372,,,,,ocp,100000000.0,4611.88
token/emerald-crypto,0.581318,-99.0843,2021-08-31T11:29:53.517Z,4.318e-05,12226.46703,2020-12-07T02:43:38.199Z,19895909.71025,0.00532313,,0.0067004,emerald-crypto,https://assets.coingecko.com/coins/images/2655/large/emd.png?1644748192,2022-05-12T12:30:05.904Z,0.00503858,105908.0,-10369.654461285245,-8.91798,3178.0,,Emerald Crypto,-0.0001525111904451,-2.78527,,,,,emd,32000000.0,8.52
token/etha-lend,5.66,-99.7485,2021-03-07T03:42:40.741Z,0.01304781,9.09269,2022-05-12T22:16:05.528Z,7908034.300443784,0.01414554,401362.0,0.01880139,etha-lend,https://assets.coingecko.com/coins/images/14141/large/etha_logo200x200.png?1614646986,2022-05-12T23:13:54.586Z,0.01304781,105800.0,-39585.49978095708,-27.22803,3179.0,30000000.0,ETHA Lend,-0.0046558485378673,-24.76332,,,,,etha,30000000.0,496940.0
token/solex-finance,2.13,-99.30285,2021-11-08T18:57:59.832Z,0.01411611,5.19004,2022-05-12T13:45:31.465Z,7000000.0,0.01528761,150904.0,0.016941,solex-finance,https://assets.coingecko.com/coins/images/19392/large/logo_-_2021-10-25T161153.717.png?1635149522,2022-05-12T23:16:12.997Z,0.01411611,105633.0,-14825.10341451825,-12.30732,3180.0,10000000.0,Solex Finance,-0.0011728456523944,-7.12523,,,,,slx,10000000.0,684.97
token/risingsun,0.00202284,-98.59153,2021-08-21T05:41:13.646Z,2.367e-05,20.39175,2022-01-24T11:03:39.808Z,3702421854.273428,2.849e-05,,,risingsun,https://assets.coingecko.com/coins/images/16998/large/rsun-logo-200.png?1626055104,2022-05-06T13:10:51.793Z,,105487.0,,,3181.0,,RisingSun,,,,,,,rsun,10000000000.0,0.0
token/hnk-orijent-1919-token,0.723194,-89.63898,2022-03-19T02:47:27.272Z,0.065079,15.13821,2022-05-12T07:43:10.104Z,1400420.0,0.07524,563696.0,0.082408,hnk-orijent-1919-token,https://assets.coingecko.com/coins/images/23696/large/ori-token-logo.png?1645080658,2022-05-12T23:13:47.315Z,0.065079,105255.0,-6841.728734120785,-6.10343,3182.0,7500000.0,HNK Orijent 1919,-0.0047206844935131,-5.90378,,,,,ori,7391753.0,1097.57
token/gencoin-capital,8.1272e-11,-97.20745,2022-01-09T04:37:29.880Z,2.196e-12,3.3395,2022-05-12T05:03:56.224Z,4.618624581369357e+16,2.291e-12,227817.0,2.297e-12,gencoin-capital,https://assets.coingecko.com/coins/images/22282/large/200x200_logo.png?1641364979,2022-05-12T23:14:00.840Z,2.196e-12,105220.0,-11572.0080628016,-9.90819,3183.0,1e+17,GenCoin Capital,6.19e-14,2.77634,,,,,gencap,1e+17,408.81
token/pundi-x-nem,0.00439465,-99.08611,2018-08-13T07:21:17.175Z,5.69e-06,606.20931,2021-06-04T12:38:41.605Z,2599202105.08065,7.793e-05,,9.496e-05,pundi-x-nem,https://assets.coingecko.com/coins/images/5416/large/pundi-x-nem.png?1548607443,2022-05-12T23:14:15.495Z,3.69e-05,105059.0,-102685.21574703122,-49.42865,3184.0,,Pundi X NEM,-3.1293081857e-06,-3.86055,,,,,npxsxem,9000000000.0,599.28
token/polyient-games-unity,25.85,-98.80141,2021-02-04T01:14:17.308Z,0.2917,6.21689,2022-03-15T07:31:39.296Z,338801.815661128,0.309835,,,polyient-games-unity,https://assets.coingecko.com/coins/images/13777/large/gap1KZNe_400x400.jpg?1611716610,2022-05-08T08:27:38.452Z,,104973.0,,,3185.0,,Polyient Games Unity,,,,,,,pgu,338801.815661128,0.0
token/rune,635.11,-97.43314,2021-10-31T04:13:18.295Z,7.4,120.31327,2021-08-04T12:05:36.238Z,6462.523006318309,16.23,,68.28,rune,https://assets.coingecko.com/coins/images/15606/large/rune-200x200.png?1621315121,2022-05-12T23:13:27.339Z,16.15,104768.0,-608141.3401275156,-85.3041,3186.0,,Rune,-50.53626632958368,-75.69571,,,,,rune,22529.0,4.98
token/zeusshield,0.088223,-99.93926,2018-01-05T00:00:00.000Z,1.543e-05,247.37561,2021-06-23T20:16:48.057Z,1960019216.0,5.351e-05,,0.00011641,zeusshield,https://assets.coingecko.com/coins/images/1009/large/zeusshield.png?1548761440,2022-05-12T23:14:26.512Z,5.312e-05,104490.0,-58777.80517136189,-36.00095,3187.0,,Zeusshield,-2.7465672628e-05,-33.91935,,,,,zsc,5642500000.0,3639.06
token/pinkelon,2.799e-09,-95.38905,2021-05-07T04:25:36.980Z,1.69e-16,76182029.50699,2021-06-01T14:36:30.602Z,804424333714609.5,1.29043e-10,,1.34532e-10,pinkelon,https://assets.coingecko.com/coins/images/15289/large/qgtyiA0.png?1620358284,2022-05-12T20:23:15.891Z,1.09559e-10,103805.0,14406.74,16.1152,3188.0,,PinkElon,1.7922e-11,16.12824,,,,,pinke,1000000000000000.0,10.58
token/axe,2.6,-99.44907,2019-07-29T14:30:49.030Z,2.8106e-08,51034686.43579,2022-04-13T20:30:43.507Z,7179403.9692475,0.01450826,,0.01567651,axe,https://assets.coingecko.com/coins/images/6598/large/axe-sq.png?1547042802,2022-05-12T23:14:15.174Z,0.01096473,103639.0,-9585.318503189104,-8.46576,3195.0,,Axe,-0.0011040384267307,-7.0716,,,,,axe,21000000.0,12.28
token/asimi,1.21,-99.77497,2021-10-17T00:48:38.018Z,0.00247473,10.46946,2021-10-31T22:18:35.525Z,38980271.2658722,0.00265776,,0.01131629,asimi,https://assets.coingecko.com/coins/images/9715/large/Asimi-icon.png?1645426236,2022-05-12T23:13:40.535Z,0.00260519,103637.0,-297423.447023881,-74.15922,3176.0,,ASIMI,-0.008336441799242,-75.82581,,,,,asimi,67000000.0,4078.68
token/porta,0.574544,-99.42752,2021-11-17T11:42:07.833Z,0.0030159,9.06068,2022-04-11T10:58:53.426Z,31390000.0,0.00329906,329836.0,0.00399283,porta,https://assets.coingecko.com/coins/images/14844/large/Kianite.png?1626060939,2022-05-12T23:14:45.691Z,0.00315726,103536.0,-21942.860700698395,-17.48734,3191.0,100000000.0,Porta,-0.0006003029650503,-15.39491,,,,,kian,100000000.0,51621.0
token/x-consoles,665.22,-99.22853,2022-01-05T07:56:19.694Z,4.3,19.4803,2022-05-12T07:18:42.010Z,20000.0,5.19,739492.0,5.83,x-consoles,https://assets.coingecko.com/coins/images/21616/large/photo_2021-12-25_01-03-14.jpg?1640519963,2022-05-12T23:15:47.742Z,4.3,103029.0,2340.16,2.32415,3192.0,143550.0,X-Consoles,0.178299,3.55685,,,,,game,20000.0,33781.0
token/staysafu,74.19,-92.61899,2021-11-23T06:49:14.506Z,4.17,31.23773,2022-05-12T12:34:00.232Z,17267.122360391,5.51,118949.0,8.65,staysafu,https://assets.coingecko.com/coins/images/17781/large/staysafu.PNG?1629247764,2022-05-12T23:13:06.767Z,4.17,102695.0,-41377.25904765802,-28.71976,3193.0,20000.0,StaySAFU,-2.810786225408433,-33.77933,,,,,safu,19159.0,10715.53
token/swaperry,0.29128,-98.80729,2021-08-28T11:18:19.319Z,0.00331291,4.86595,2022-05-12T06:20:33.576Z,29813233.118543744,0.00344509,,0.00371057,swaperry,https://assets.coingecko.com/coins/images/18005/large/Swaperry_token-2.png?1630145847,2022-05-12T23:13:08.788Z,0.00331291,102585.0,-6357.856976430936,-5.83596,3194.0,,Swaperry,-0.0001897742993483,-5.22094,,,,,perry,200000000.0,2502.84
token/protector-roge,2.0435e-11,-92.99956,2021-08-01T18:03:28.422Z,1.42e-12,0.71351,2022-05-12T22:40:35.293Z,7.093623559931809e+16,1.451e-12,139353.0,1.442e-12,protector-roge,https://assets.coingecko.com/coins/images/16993/large/proge_logo.png?1625994325,2022-05-12T23:14:35.876Z,1.42e-12,102306.0,1537.65,1.52593,3195.0,9.66235963368043e+16,Protector Roge,3.0187e-14,2.1252,,,,,proge,9.66235963368043e+16,738.07
token/bounty0x,0.911897,-99.93126,2018-01-08T00:00:00.000Z,0.00028317,121.35428,2020-04-03T22:05:05.875Z,164639794.7270723,0.00062083,,0.00066077,bounty0x,https://assets.coingecko.com/coins/images/1444/large/bounty0x.png?1547562674,2022-05-12T23:12:37.572Z,0.00051367,102199.0,-1872.908332718653,-1.79962,3194.0,,Bounty0x,6.3e-06,1.02436,,usd,-98.4479243742518,-0.984479243742518,bnty,499999999.96,22142.0
token/babyswap,4.49,-96.82524,2021-12-07T11:44:28.441Z,0.053121,168.10909,2021-07-28T15:15:12.705Z,715016.6715981867,0.14236,,0.15099,babyswap,https://assets.coingecko.com/coins/images/16169/large/baby.PNG?1623190282,2022-05-12T23:13:52.368Z,0.114445,102019.0,-4622.110431245805,-4.33426,3197.0,,BabySwap,-0.007112055179494,-4.7581,,,,,baby,522179621.0,4136839.0
token/kassandra,2.98,-95.67428,2022-01-30T06:18:50.592Z,0.099118,29.91842,2022-05-12T07:20:01.810Z,789566.21,0.129443,1288050.0,0.144336,kassandra,https://assets.coingecko.com/coins/images/22918/large/kacy.png?1643459818,2022-05-12T23:14:09.734Z,0.099118,101700.0,-5006.784727633858,-4.69209,3198.0,10000000.0,Kassandra,-0.001841288196431,-1.40252,,,,,kacy,9600000.0,5781.82
token/bitwhite,0.480577,-99.70608,2018-02-02T00:05:31.308Z,0.00020717,581.80713,2020-03-16T21:17:36.381Z,64189329.0,0.00158477,,0.00185721,bitwhite,https://assets.coingecko.com/coins/images/2766/large/bitwhite.png?1547036956,2022-05-12T23:12:39.605Z,0.00140251,101388.0,-16186.45453819986,-13.76697,3241.0,,BitWhite,-0.0002724405681328,-14.66932,,,,,btw,,39308.0
token/zerogoki,7.25,-99.66249,2021-07-24T20:57:30.054Z,0.02004843,21.98887,2022-05-12T07:23:47.254Z,4058233.0,0.02504224,,0.03087777,zerogoki,https://assets.coingecko.com/coins/images/17015/large/iconZerogoki.png?1626618921,2022-05-12T23:14:58.072Z,0.02004843,101175.0,-16544.799274075325,-14.05445,3200.0,,Zerogoki,-0.0043858980951339,-14.90376,,,,,rei,4059535.0,414735.0
token/allsafe,0.202387,-95.89342,2021-04-16T07:44:15.009Z,1.11264e-07,7469716.86759,2020-08-10T11:01:29.217Z,12080097.0136326,0.00837475,,0.00863218,allsafe,https://assets.coingecko.com/coins/images/1424/large/1439.png?1552630437,2022-05-12T23:12:45.614Z,0.00432182,101122.0,39004.0,62.79013,3200.0,,AllSafe,0.00333325,66.11633,,,,,asafe,15000000.0,8.39
token/inverse-btc-flexible-leverage-index,157.32,-13.9297,2022-05-12T07:25:32.134Z,82.81,63.51439,2022-03-29T23:03:01.803Z,774.0,130.91,,157.32,inverse-btc-flexible-leverage-index,https://assets.coingecko.com/coins/images/24177/large/iBTC-FLI-P_pulse_red.png?1646749712,2022-05-12T23:14:43.679Z,127.49,100998.0,-1914.5206117398195,-1.86034,3202.0,,Inverse BTC Flexible Leverage Index,-4.405210119050565,-3.25544,,,,,ibtc-fli-p,774.0,9240.6
token/akropolis-delphi,8.43,-99.93658,2020-09-03T05:42:46.796Z,1.5297e-08,34953515.10838,2022-04-13T16:07:48.066Z,18682347.23912,0.00537166,161569.0,0.00641896,akropolis-delphi,https://assets.coingecko.com/coins/images/12300/large/adel_on_white_10x.png?1598967061,2022-05-12T23:14:08.538Z,0.00531428,100616.0,-21493.076582020003,-17.60147,3201.0,30000000.0,Delphi,-0.0007516531572158,-12.27526,,,,,adel,30000000.0,13983.52
token/ailink-token,0.00520703,-99.63604,2018-09-07T02:13:21.433Z,1.43e-06,1225.34386,2019-12-05T06:42:29.253Z,5184020526.847212,1.927e-05,,2.178e-05,ailink-token,https://assets.coingecko.com/coins/images/5917/large/ailink-token.png?1547041855,2022-05-12T23:14:15.340Z,1.766e-05,99142.0,-9092.204624011703,-8.40048,3207.0,,AiLink Token,-1.6990135947e-06,-8.10153,,,,,ali,10000000000.0,9.06
token/alphacat,0.0204833,-99.8543,2018-02-17T00:00:00.000Z,2.513e-05,18.74603,2021-10-08T09:47:05.783Z,3336863624.0,2.964e-05,,3.601e-05,alphacat,https://assets.coingecko.com/coins/images/2980/large/alphacat.png?1547037234,2022-05-12T23:13:43.412Z,2.784e-05,99096.0,-6441.452425615455,-6.10347,3202.0,,Alphacat,-2.332556943e-06,-7.29463,,,,,acat,6250000000.0,41991.0
token/neurochain,0.04532296,-99.49403,2018-07-20T09:05:17.138Z,0.00021381,7.25558,2022-05-12T07:18:06.028Z,428965516.4091864,0.00023225,,0.0002398,neurochain,https://assets.coingecko.com/coins/images/3367/large/neurochain.png?1548085917,2022-05-12T23:16:01.791Z,0.00021381,99078.0,-11259.463464159257,-10.20456,3206.0,,NeuroChain,1.82e-06,0.78825,,usd,-99.80645924694578,-0.9980645924694578,ncc,657440000.0,17.78
token/origo,0.232145,-99.73901,2019-07-08T23:40:19.360Z,0.00048781,24.2018,2022-05-11T05:18:31.214Z,164274378.259,0.0005731,,0.00062341,origo,https://assets.coingecko.com/coins/images/4377/large/Origo_Logo_png.png?1580430001,2022-05-12T23:15:38.596Z,0.00049753,98755.0,5675.66,6.09767,3207.0,,Origo,-2.86321525957e-05,-4.75831,,usd,-99.5224184664864,-0.9952241846648638,ogo,1000000000.0,4034.04
token/axia,5.32,-97.0645,2021-09-24T04:51:05.027Z,0.052923,194.93198,2021-01-01T18:53:52.324Z,630407.75,0.15752,,0.184991,axia,https://assets.coingecko.com/coins/images/12906/large/axia_200x200.png?1613988058,2022-05-12T23:14:36.045Z,0.147713,98737.0,-15574.799044026542,-13.62485,3205.0,,Axia,-0.0274711703672062,-14.84998,,,,,axiav3,3778735.29486762,2814.05
token/knoxfs,10.48,-98.21894,2021-11-27T08:46:05.318Z,4.88e-06,3826530.95667,2020-08-05T22:59:52.339Z,525819.3907298,0.18784,,0.208744,knoxfs,https://assets.coingecko.com/coins/images/11960/large/kfx.png?1596453253,2022-05-12T23:13:24.725Z,0.183074,98551.0,-8717.56338327998,-8.12684,3209.0,,KnoxFS,-0.0080096127508383,-4.08968,,,,,kfx,5000000.0,12.76
token/chonk,604.53,-99.58343,2021-02-17T03:06:56.997Z,2.47,2.03859,2022-05-09T15:39:06.660Z,39000.0,2.52,,,chonk,https://assets.coingecko.com/coins/images/12899/large/a2LHjXZ.jpeg?1603418225,2022-05-10T16:28:33.149Z,,98214.0,,,3208.0,,Chonk,,,,,,,chonk,39000.0,0.0
token/rito,0.00665402,-99.13775,2021-01-14T05:23:13.660Z,1.44789e-07,39526.39401,2020-08-03T10:10:26.015Z,1697240669.0,5.777e-05,,5.987e-05,rito,https://assets.coingecko.com/coins/images/7063/large/45213711.png?1547043522,2022-05-12T23:12:46.477Z,5.347e-05,98003.0,1001.34,1.03229,3211.0,,Rito,-1.3420861341e-07,-0.23178,,,,,rito,2030907256.0,8.8
token/dogeyield,0.01508199,-99.31578,2021-04-12T17:03:43.583Z,2.641e-05,290.71281,2021-04-12T09:15:55.930Z,941285001.150396,0.00010397,,0.00010815,dogeyield,https://assets.coingecko.com/coins/images/13734/large/dogy200px.png?1611266985,2022-05-12T23:13:58.937Z,9.356e-05,97888.0,2575.5,2.70216,3211.0,,DogeYield,2.77e-06,2.73252,,,,,dogy,1000000000.0,4.66
token/sada,3.09,-79.92003,2021-09-02T06:07:45.445Z,0.068405,808.01495,2020-06-15T06:35:30.489Z,157134.545426156,0.621131,,,sada,https://assets.coingecko.com/coins/images/11622/large/sADA.png?1616148250,2022-05-09T23:31:48.832Z,,97601.0,,,3213.0,,sADA,,,,,,,sada,157134.545426156,2438.0
token/skyrim-finance,0.396397,-99.35285,2021-09-02T15:16:34.364Z,0.00252875,1.44563,2022-05-12T21:33:42.005Z,37633169.76373551,0.0025911,256587.0,0.00356176,skyrim-finance,https://assets.coingecko.com/coins/images/18003/large/Xo3oCb53_400x400.png?1630096304,2022-05-12T23:15:47.189Z,0.00252875,96562.0,-32209.57404635737,-25.01298,3214.0,100000000.0,Skyrim Finance,-0.0007941664337968,-23.45947,,,,,skyrim,100000000.0,16559.35
token/based-money,1393.4,-99.99845,2020-08-12T21:22:28.009Z,0.0067767,217.7621,2022-01-27T19:45:15.465Z,4460124.821470196,0.02153379,98720.0,,based-money,https://assets.coingecko.com/coins/images/12115/large/Based.png?1597261198,2022-05-07T04:02:16.884Z,,96043.0,,,3214.0,4584417.00798226,Based Money,,,,,,,$based,4584417.00798226,0.0
token/solaris,55.08,-99.92807,2018-01-09T00:00:00.000Z,0.00099943,3864.68447,2020-08-13T22:23:04.035Z,2391387.83,0.04034211,,0.04155654,solaris,https://assets.coingecko.com/coins/images/1293/large/solaris.png?1548609915,2022-05-12T23:15:07.177Z,0.03725042,95969.0,1389.03,1.46863,3216.0,,Solaris,0.00028937,0.72248,,,,,xlr,,13011.85
token/bigbom-eco,0.02350952,-98.88196,2018-06-05T04:17:57.123Z,6.242e-05,321.09031,2021-05-21T08:59:09.632Z,364751794.0,0.00026437,,0.0002995,bigbom-eco,https://assets.coingecko.com/coins/images/3795/large/bigbom-logo.png?1547038875,2022-05-12T23:14:14.431Z,0.00026111,95819.0,-9626.942765899468,-9.12976,3216.0,,Bigbom,-2.48223060041e-05,-8.5833,,eth,-99.73084634915138,-0.9973084634915138,bbo,1999751794.0,61101.0
token/cafeswap-token,25.54,-99.9728,2021-02-17T20:15:01.318Z,0.00498274,39.40985,2022-05-08T18:24:38.359Z,13769060.314843751,0.00694643,,0.00705087,cafeswap-token,https://assets.coingecko.com/coins/images/13966/large/coingecko_listing.png?1613377423,2022-05-12T23:13:50.569Z,0.00575969,95646.0,16392.09,20.68305,3217.0,,CafeSwap Token,0.00112301,19.28444,,,,,brew,14410671.0964617,0.0
