_id,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,circulating_supply,current_price,fully_diluted_valuation,high_24h,id,image,last_updated,low_24h,market_cap,market_cap_change_24h,market_cap_change_percentage_24h,market_cap_rank,max_supply,name,price_change_24h,price_change_percentage_24h,roi,roi.currency,roi.percentage,roi.times,symbol,total_supply,total_volume
token/yunex,0.086825,-99.79282,2018-08-09T22:25:27.894Z,0.00016396,9.71379,2022-01-24T10:22:39.695Z,111658045.4002,0.00016925,,0.00019116,yunex,https://assets.coingecko.com/coins/images/5381/large/YunEx-logo.jpg?1547040989,2022-05-12T23:12:56.507Z,0.00016765,19989.43,-110.52553233232902,-0.54988,3613.0,,YunEx Yun Token,-4.26960462267e-07,-0.25163,,,,,yun,303000000.0,476.08
token/jem,246.91,-99.35788,2020-11-06T16:05:59.667Z,0.205727,670.66642,2022-02-24T01:40:30.537Z,11854.461,1.64,,1.73,jem,https://assets.coingecko.com/coins/images/13044/large/itchiro-defi.png?1605892179,2022-05-12T23:15:38.369Z,1.49,19682.61,886.27,4.71513,3614.0,,Jem,0.051102,3.20825,,,,,jem,30000.0,66707.0
token/safeinsure,6.93,-99.9876,2019-06-02T12:53:25.763Z,0.00039281,118.9219,2022-02-28T14:43:32.823Z,22676675.07,0.00086652,,0.00119587,safeinsure,https://assets.coingecko.com/coins/images/6158/large/sins_256.png?1547042185,2022-05-12T23:12:43.972Z,0.00080686,19640.97,146.64,0.75224,3615.0,,SafeInsure,-0.0002860735314496,-24.81991,,,,,sins,21000000.0,38.9
token/cybermusic,0.00012891,-99.10983,2019-07-10T08:13:33.687Z,2.41163e-07,375.81671,2019-11-28T23:34:47.588Z,17000000000.0,1.16e-06,,1.2e-06,cybermusic,https://assets.coingecko.com/coins/images/6039/large/cybermusic.png?1547791125,2022-05-12T23:14:18.117Z,1.07e-06,19632.45,221.89,1.14314,3615.0,,CyberMusic,7.895e-09,0.68484,,,,,cymt,17000000000.0,0.01182133
token/zealium,0.320683,-99.6782,2018-05-07T21:05:48.946Z,0.00029281,252.42767,2019-12-30T10:37:10.571Z,18826574.0203535,0.00103984,,0.00103639,zealium,https://assets.coingecko.com/coins/images/4098/large/7xI4OjM.png?1547039279,2022-05-12T23:12:43.935Z,0.00053508,19511.61,8763.54,81.53597,3617.0,,Zealium,0.00046345,80.40712,,,,,nzl,80000000.0,11.71
token/myth-token,0.4443,-98.9659,2021-08-14T13:27:03.149Z,0.00423683,8.44204,2022-04-18T17:56:56.742Z,4235559.26737216,0.00459451,918902.0,,myth-token,https://assets.coingecko.com/coins/images/17593/large/GT_Logo-01.png?1628581478,2022-04-22T03:35:39.901Z,,19460.32,,,3618.0,200000000.0,Myth Token,,,,,,,myth,200000000.0,0.0
token/basis-dollar,12.06,-99.93746,2020-12-20T06:48:24.383Z,0.00658803,14.51766,2022-03-23T01:12:18.257Z,2574081.06441298,0.00752491,19413.12,0.00800179,basis-dollar,https://assets.coingecko.com/coins/images/13409/large/bdollar_logo.png?1608263890,2022-05-12T23:09:09.267Z,0.00745377,19369.74,-729.6805958337573,-3.63036,3619.0,2579846.00042166,Basis Dollar,-0.0002660612348909,-3.41499,,,,,bsd,2579846.00042166,30941.0
token/fortuna,0.11772,-99.95152,2018-02-18T00:00:00.000Z,4.71e-05,21.15843,2022-05-12T07:20:12.526Z,334055723.5851543,5.782e-05,,6.284e-05,fortuna,https://assets.coingecko.com/coins/images/2689/large/fortuna.png?1547483931,2022-05-12T23:14:16.426Z,4.71e-05,19166.02,601.64,3.2408,3620.0,,Fortuna,8.12e-06,16.3422,,usd,-100.1445437893106,-1.001445437893106,fota,1000000000.0,0.594364
token/baconswap,0.66846,-99.75532,2020-09-03T12:04:48.484Z,0.00038362,326.35557,2020-11-03T04:53:28.265Z,11683824.924935196,0.0016356,,,baconswap,https://assets.coingecko.com/coins/images/12336/large/bacon_swap_logo.png?1599133231,2022-05-02T16:32:50.919Z,,19110.01,,,3620.0,,BaconSwap,,,,,,,bacon,13216202.2063771,0.0
token/guncoin,0.01073973,-99.4715,2018-01-25T00:00:00.000Z,9.77e-06,480.94509,2021-02-28T03:49:22.426Z,334898378.0,5.721e-05,,6.174e-05,guncoin,https://assets.coingecko.com/coins/images/2624/large/guncoin.png?1547036780,2022-05-12T23:13:24.131Z,4.967e-05,19102.75,135.14,0.7125,3622.0,,Guncoin,-9.45245633159e-07,-1.62541,,,,,gun,500000000.0,1.066
token/cpuchain,0.083215,-99.61433,2019-08-19T13:37:07.470Z,9.492e-05,238.10809,2020-02-25T07:28:51.316Z,59378350.0337963,0.00032061,,0.00038356,cpuchain,https://assets.coingecko.com/coins/images/9078/large/1000px.png?1564023242,2022-05-12T23:14:17.455Z,0.00016167,18975.18,-3396.558373743396,-15.18236,3621.0,,CPUchain,-5.50007652815e-05,-14.64315,,,,,cpu,105000000.0,781.72
token/cage,0.345594,-99.94254,2021-09-19T00:50:25.903Z,0.00019362,2.56698,2021-11-20T12:24:01.070Z,93891282.67973857,0.00019859,19858.7,,cage,https://assets.coingecko.com/coins/images/18008/large/logo.png?1630216058,2022-05-06T21:30:52.485Z,,18645.59,,,3625.0,100000000.0,Cage,,,,,,,c4g3,100000000.0,0.0
token/visor,4.11,-99.985,2021-05-05T18:54:27.324Z,0.00051751,19.14407,2022-01-30T04:16:42.791Z,29999306.444252014,0.00061659,61659.0,,visor,https://assets.coingecko.com/coins/images/14381/large/visor_logo.png?1615782828,2022-05-11T18:11:01.855Z,,18497.21,,,3625.0,100000000.0,Visor,,,,,,,visr,100000000.0,0.0
token/tourist-token,0.00056402,-99.49186,2021-03-12T15:42:54.154Z,5.37605e-07,433.10928,2021-01-31T07:45:10.251Z,6399974662.0,2.9e-06,,2.99e-06,tourist-token,https://assets.coingecko.com/coins/images/5271/large/tourist-token.png?1548759070,2022-05-12T23:14:14.636Z,2.68e-06,18460.7,-271.0980008148217,-1.44726,3626.0,,Tourist Token,-5.1807851212e-08,-1.75565,,,,,toto,7599974662.0,18.88
token/multigame,0.221601,-99.5722,2021-09-08T13:05:00.650Z,0.00080259,18.11832,2022-05-12T07:29:55.454Z,19334352.817444228,0.00095029,,0.00100767,multigame,https://assets.coingecko.com/coins/images/18063/large/multigame.PNG?1630372698,2022-05-12T23:13:10.287Z,0.00080259,18377.46,-349.1244521070803,-1.86433,3627.0,,Multigame,-2.23107975666e-05,-2.29393,,,,,multi,1000000000.0,35.63
token/tuxcoin,0.00656754,-94.96725,2018-08-20T02:57:11.143Z,4.61e-05,616.91163,2020-03-16T11:49:33.985Z,55473579.9596191,0.00033053,,,tuxcoin,https://assets.coingecko.com/coins/images/5546/large/NEW-logo.png?1547041346,2022-05-09T12:44:54.313Z,,18335.58,,,3628.0,,Tuxcoin,,,,,,,tux,58000000.0,5.55
token/ctc,0.162376,-99.96244,2018-08-07T14:29:32.222Z,2.4205e-07,25095.50252,2019-05-30T00:00:00.000Z,300000000.0,6.067e-05,,6.155e-05,ctc,https://assets.coingecko.com/coins/images/4542/large/c2csystem.png?1547039834,2022-05-12T23:08:32.726Z,6.029e-05,18202.29,-103.9753377402376,-0.56798,3629.0,,C2C System,-3.44222890895e-07,-0.56413,,,,,c2c,300000000.0,12.45
token/semitoken,0.240044,-99.9583,2020-09-13T06:41:12.614Z,9.954e-05,0.56262,2022-05-12T22:48:17.734Z,181322297.8481596,9.984e-05,,0.00010041,semitoken,https://assets.coingecko.com/coins/images/12293/large/200-200_%EB%A1%9C%EA%B3%A0.jpg?1598922002,2022-05-12T23:15:34.866Z,9.937e-05,18017.09,-54599.76460553674,-75.18883,3630.0,,Semitoken,-4.71002430101e-07,-0.46953,,,,,semi,300000000.0,3.23
token/wavesgo,1.021,-99.66787,2018-11-16T01:58:01.778Z,0.00049503,585.23747,2020-11-16T15:03:55.803Z,5300000.0,0.00339213,,0.00339213,wavesgo,https://assets.coingecko.com/coins/images/1284/large/wavesgo.png?1548760342,2022-05-12T15:31:42.153Z,0.00301554,17978.28,-1605.902490020053,-8.2,3631.0,,WavesGo,0.00010596,3.22449,,,,,wgo,10000000.0,0.095724
token/bearn-fi,984.5,-99.63999,2021-02-18T08:54:36.402Z,3.42,3.74717,2022-04-28T18:59:04.577Z,5082.757656857476,3.52,,4.73,bearn-fi,https://assets.coingecko.com/coins/images/13289/large/black.jpg?1608600768,2022-05-12T23:11:51.474Z,3.51,17868.81,-3169.8282030088703,-15.0667,3632.0,,Bearn.fi,-0.6767543566482677,-16.13468,,,,,bfi,74333.4060984461,13785.77
token/index-coop-inverse-eth-flexible-leverage-index,151.47,-9.53072,2022-05-12T07:11:55.632Z,78.68,74.15815,2022-04-03T23:43:36.557Z,129.0,138.97,,151.47,index-coop-inverse-eth-flexible-leverage-index,https://assets.coingecko.com/coins/images/23426/large/iETH-FLI-P-512_%28pulse_red%29.png?1644204746,2022-05-12T23:14:42.589Z,122.48,17827.93,1158.29,6.94851,3633.0,,Index Coop - Inverse ETH Flexible Leverage Index,11.34,8.88831,,,,,ieth-fli-p,129.0,12049.09
token/lunch-money,0.263808,-99.955,2019-08-09T05:16:22.815Z,2.5927e-08,457821.79141,2021-01-27T14:41:17.523Z,148971281.15650952,0.00011873,,,lunch-money,https://assets.coingecko.com/coins/images/4149/large/IMG_2073.png?1612754752,2022-05-09T21:17:55.064Z,,17686.63,,,3634.0,,Lunch Money,,,,eth,-99.99627309246056,-0.9999627309246056,lmy,189000000.0,0.0
token/levin,3.58,-98.69217,2021-09-06T04:44:17.328Z,0.04378924,6.83339,2022-05-12T07:17:44.013Z,374850.0,0.04715396,,0.04903875,levin,https://assets.coingecko.com/coins/images/16004/large/JHqkC8Z.png?1622594623,2022-05-12T23:11:45.282Z,0.04378924,17631.85,-80.96887683812747,-0.45712,3635.0,,Levin,0.00013578,0.28879,,,,,levin,5000000.0,26148.0
token/bishares,19.97,-99.7936,2021-09-05T14:16:00.609Z,0.0201773,104.26922,2022-05-12T20:38:48.997Z,431235.42872907966,0.0411002,,0.04338025,bishares,https://assets.coingecko.com/coins/images/17198/large/bzkeIcC.png?1629882431,2022-05-12T23:13:26.492Z,0.0201773,17592.2,-240.90929907241295,-1.35091,3634.0,,BiShares,-0.0003920648292053,-0.94491,,,,,bison,1000000.0,21.47
token/whey,0.052378,-99.65156,2021-04-20T22:50:50.937Z,0.00016463,10.85502,2022-05-11T13:09:45.533Z,96175928.417875,0.0001825,,,whey,https://assets.coingecko.com/coins/images/14883/large/WHEY_logo_black_0421_v1.png?1618893173,2022-05-11T17:42:34.011Z,,17552.34,,,3637.0,,WHEY,,,,,,,whey,96175928.417875,0.0
token/yfdfi-finance,631.08,-99.85566,2021-01-25T08:09:39.836Z,0.520164,75.11789,2022-04-26T22:37:39.477Z,19338.08744113018,0.90857,,0.923128,yfdfi-finance,https://assets.coingecko.com/coins/images/13225/large/YFD2.png?1613362452,2022-05-12T23:15:41.759Z,0.702472,17485.92,-130.65960782539696,-0.74169,3638.0,,Your Finance Decentralized,0.02039666,2.29647,,,,,yfd,20000.0,17003.75
token/zent-cash,0.00013433,-97.10923,2019-06-26T17:04:08.181Z,3.00264e-07,1193.28883,2020-08-25T08:26:57.993Z,4244663816.84,3.9e-06,,4.04e-06,zent-cash,https://assets.coingecko.com/coins/images/8017/large/aCTsASO8_400x400.jpg?1553242014,2022-05-12T23:08:39.020Z,3.56e-06,16544.08,363.06,2.24374,3639.0,,Zent Cash,9.4049e-08,2.47266,,,,,ztc,7500000000.0,1650.18
token/horuspay,0.02065047,-99.91592,2018-08-09T21:43:24.004Z,4.81135e-10,3608493.52322,2020-08-09T14:18:11.439Z,950643623.3317,1.736e-05,,2.016e-05,horuspay,https://assets.coingecko.com/coins/images/5319/large/horuspay-logo.png?1547040878,2022-05-12T05:09:49.471Z,1.736e-05,16505.28,-1995.842596137369,-10.78768,3640.0,,HorusPay,-2.4813225182e-06,-12.50444,,,,,horus,1200000000.0,1.49
token/llamaswap,1.41,-99.88601,2021-05-04T07:44:05.170Z,0.00153095,4.7883,2022-05-12T05:58:40.029Z,10116770.508278033,0.00160724,,0.00167587,llamaswap,https://assets.coingecko.com/coins/images/15215/large/lama200.png?1620113297,2022-05-12T23:13:15.492Z,0.00153095,16241.75,-599.7974403616499,-3.56142,3641.0,,LlamaSwap,-5.70395258788e-05,-3.42728,,,,,lama,11124561.0536585,480.47
token/apr-coin,3.81,-99.97003,2018-06-03T13:35:09.121Z,1.8343e-07,622559.68235,2020-04-04T20:48:31.299Z,14034423.941827,0.00115485,,0.00179381,apr-coin,https://assets.coingecko.com/coins/images/4294/large/apr-coin.png?1547039659,2022-05-12T23:08:38.682Z,0.00080993,16207.65,4139.89,34.30535,3644.0,,APR Coin,2.25e-06,0.19549,,,,,apr,25000000.0,45.91
token/sphere-social,0.03330459,-99.58101,2018-04-19T00:04:46.217Z,9.13e-06,1428.76976,2020-11-12T16:35:16.644Z,126967463.1752089,0.0001268,,0.00014676,sphere-social,https://assets.coingecko.com/coins/images/2586/large/sat.png?1547036721,2022-05-12T23:14:31.354Z,0.0001203,16043.17,-2016.9504644704796,-11.16798,3643.0,,Social Activity Token,3.71e-06,3.01238,,usd,-99.90942657012351,-0.9990942657012352,sat,470763467.175209,1.83
token/multiplier-bsc,48.91,-99.98594,2021-03-09T13:43:22.968Z,0.00657291,4.6335,2022-05-12T21:40:30.519Z,2330422.442688224,0.00693002,,0.00708108,multiplier-bsc,https://assets.coingecko.com/coins/images/14235/large/FMG5eE0.png?1615176856,2022-05-12T23:15:53.637Z,0.00657291,16038.09,253.33,1.60488,3644.0,,Multiplier (BSC),0.00017321,2.56342,,,,,bmxx,3083810.28566459,324.16
token/hero-token,0.508325,-99.78814,2018-06-01T00:25:00.273Z,0.00074226,45.09233,2022-05-12T14:14:07.304Z,14765425.2487157,0.00109332,,0.00114128,hero-token,https://assets.coingecko.com/coins/images/4411/large/Raise.png?1590671180,2022-05-12T23:15:36.375Z,0.00074226,16008.63,-4838.094398385261,-23.20793,3645.0,,Raise Token,-4.79555381935e-05,-4.20191,,eth,-99.9888714848796,-0.9998887148487962,raise,14765425.2487157,13.36
token/promotionchain,0.00325089,-99.89638,2019-08-19T01:52:02.328Z,1.97e-06,71.01737,2022-02-25T23:45:05.354Z,4699876600.0,3.37e-06,,,promotionchain,https://assets.coingecko.com/coins/images/6630/large/2cs3_gfe_400x400.jpg?1547042831,2022-05-11T04:15:39.537Z,,15832.46,,,3646.0,,PromotionChain,,,,,,,pc,8750000000.0,0.0
token/yolo-cash,0.00956004,-94.77298,2018-05-29T11:31:43.007Z,8.576e-05,482.6915,2020-09-21T10:49:14.511Z,31256753.0,0.00050615,,0.00060477,yolo-cash,https://assets.coingecko.com/coins/images/4368/large/received_2320303067998561.png?1547039717,2022-05-12T23:14:13.465Z,0.00045213,15669.44,-4147.157365411596,-20.9277,3647.0,,YOLOCash,-9.51570806306e-05,-15.82513,,,,,ylc,48888888.0,36971.0
token/freedom-reserve,0.01160879,-98.10009,2021-03-17T23:36:34.756Z,0.00021261,3.73804,2022-05-12T15:00:02.956Z,70587124.0,0.00022077,,0.00023168,freedom-reserve,https://assets.coingecko.com/coins/images/13342/large/J6uNL2FS_400x400.jpg?1607589046,2022-05-12T23:12:01.287Z,0.00021261,15512.98,-564.6665543290001,-3.51212,3648.0,,Freedom Reserve,-7.8042024208e-06,-3.41433,,,,,fr,80000000.0,0.325344
token/alpha-coin,0.02381023,-98.6437,2019-01-20T13:34:54.955Z,1.80598e-07,178715.13261,2022-04-14T11:34:40.798Z,65000000.0,0.00023793,,0.00035846,alpha-coin,https://assets.coingecko.com/coins/images/6725/large/alpha-coin.png?1547042955,2022-05-12T23:14:18.350Z,0.00021394,15414.55,-6174.245520398697,-28.59931,3604.0,,Alpha Coin,-9.36344986499e-05,-28.23981,,,,,apc,65000000.0,375.57
token/fango,0.25668,-99.22442,2020-05-22T04:59:22.457Z,0.00050103,297.32978,2021-05-24T00:52:59.651Z,7618732.1127112,0.00199288,,0.00202872,fango,https://assets.coingecko.com/coins/images/11137/large/9A5102B8-D28F-40D8-8B74-08F954C1FE52.jpeg?1608372902,2022-05-12T23:08:39.390Z,0.00194006,15183.26,6.77,0.04461,3650.0,,Fango,-1.4359322081e-06,-0.072,,,,,xfg,8000008.0,80.25
token/phoneum,0.00260076,-99.48041,2021-04-05T06:43:39.203Z,5.5e-06,145.78898,2022-05-03T15:09:22.484Z,1129993160.0,1.108e-05,,1.394e-05,phoneum,https://assets.coingecko.com/coins/images/2318/large/Phoneum.jpg?1555656944,2022-05-12T23:15:29.654Z,1.067e-05,15149.65,959.08,6.75858,3651.0,,Phoneum,-1.6414636642e-06,-12.90051,,usd,-99.88917445947035,-0.9988917445947036,pht,5000000000.0,70.52
token/digitex-futures-exchange,0.162694,-99.98927,2018-10-14T07:29:53.907Z,1.456e-05,19.94433,2022-05-12T15:14:47.701Z,853250000.0,1.787e-05,,3.509e-05,digitex-futures-exchange,https://assets.coingecko.com/coins/images/2188/large/DGTX.png?1616385887,2022-05-12T23:12:10.197Z,1.456e-05,14840.52,-11379.544277829122,-43.40015,3652.0,,Digitex Token,-1.24714131298e-05,-41.09903,,usd,-99.82126626066756,-0.9982126626066756,dgtx,1000000000.0,40334.0
token/shd-cash,0.03474796,-99.85871,2021-03-15T22:24:39.551Z,2.204e-05,122.75722,2022-04-27T11:32:39.405Z,300997551.4829896,4.911e-05,,5.619e-05,shd-cash,https://assets.coingecko.com/coins/images/14144/large/SHDC-Main-Logo.jpg?1614652130,2022-05-12T23:15:43.782Z,4.881e-05,14734.36,-1938.950329263418,-11.62906,3653.0,,SHD Cash,-5.6800812228e-06,-10.36698,,,,,shdc,500000000.0,24.36
token/martkist,0.351079,-99.78817,2020-05-26T10:33:39.746Z,7.71e-06,9547.46113,2022-04-14T01:37:19.886Z,19329916.0,0.00074347,,0.00110441,martkist,https://assets.coingecko.com/coins/images/11007/large/8F1TiAO.png?1587092084,2022-05-12T23:14:17.325Z,0.0007392,14319.72,-206.817512313899,-1.42372,3654.0,,Martkist,-6.2197974563e-06,-0.82965,,,,,martk,37000000.0,3765.15
token/srnartgallery-tokenized-arts,0.052418,-98.90785,2021-07-26T02:02:40.248Z,0.00056178,1.90541,2022-05-12T04:56:40.742Z,25123795.703424048,0.00057354,,0.00069917,srnartgallery-tokenized-arts,https://assets.coingecko.com/coins/images/17262/large/SISTA_Logo200x200.png?1626964996,2022-05-12T23:15:41.828Z,0.00056178,14267.26,-1006.7640320671436,-6.59135,3655.0,,srnArtGallery Tokenized Arts,-3.05967075684e-05,-5.06457,,,,,sista,100000000.0,993.4
token/scope,2.29e-06,-98.80382,2021-12-21T09:02:48.747Z,2.5944e-08,5.74932,2022-04-18T05:14:39.458Z,519590696521.6249,2.7435e-08,,,scope,https://assets.coingecko.com/coins/images/21784/large/IMG-20211220-011107-603.jpg?1640008252,2022-04-19T12:03:43.363Z,,14255.04,,,3656.0,,Scope,,,,,,,scp,1000000000000.0,12.6
token/azuma-coin,0.086043,-99.87358,2020-01-28T08:02:38.802Z,3.85569e-07,28111.22952,2022-04-26T16:07:36.315Z,131413654.00108378,0.00010831,,0.00010972,azuma-coin,https://assets.coingecko.com/coins/images/10483/large/WDncHJ5.png?1580161760,2022-05-12T23:13:29.749Z,0.00010636,14229.05,-28.39184793741697,-0.19914,3656.0,,Azuma Coin,-6.55436926645e-07,-0.6015,,,,,azum,500000000.0,2678.18
token/ccore,3.05,-99.72895,2018-01-12T00:00:00.000Z,0.00090723,811.01632,2020-08-09T17:48:00.542Z,1699999.0,0.00834062,,0.0096387,ccore,https://assets.coingecko.com/coins/images/1287/large/LOGO_CCO.png?1547035312,2022-05-12T23:05:51.629Z,0.00449184,14179.04,2624.61,22.71521,3659.0,,Ccore,0.00160464,23.82192,,usd,-98.14652934765608,-0.9814652934765606,cco,10000000.0,115.45
token/suretly,116.33,-99.94393,2020-08-30T09:09:26.612Z,0.00701141,830.22303,2020-04-06T14:19:29.668Z,217614.0,0.065171,,0.081861,suretly,https://assets.coingecko.com/coins/images/914/large/suretly.png?1547034752,2022-05-12T23:15:22.458Z,0.06437,14127.5,-3506.761092976947,-19.88606,3659.0,,Suretly,-0.0159160805278751,-19.62828,,usd,-99.7892938622658,-0.997892938622658,sur,237614.0,2.61
token/paws-funds,4.72,-99.68394,2018-10-31T03:47:09.820Z,0.00057827,2479.64405,2020-03-14T10:24:28.445Z,938487.61193245,0.01501793,,0.01499132,paws-funds,https://assets.coingecko.com/coins/images/6599/large/Webp.net-resizeimage.png?1547042803,2022-05-12T23:13:24.726Z,0.01463688,14062.95,-37138.5269307236,-72.53409,3660.0,,Paws Funds,0.00027643,1.87515,,,,,paws,5000000.0,0.00957873
token/futurax,0.00054095,-99.64639,2021-05-11T20:28:33.461Z,2.97032e-07,543.98039,2019-12-01T01:25:08.663Z,7075991950.0,1.94e-06,,3.24e-06,futurax,https://assets.coingecko.com/coins/images/5796/large/futurax.png?1547484031,2022-05-12T23:13:43.562Z,1.88e-06,13643.43,-8297.53973455339,-37.81756,3661.0,,FUTURAX,-1.1769808589e-06,-37.78937,,,,,ftxt,7075991950.0,31.31
token/bunnytoken,0.068552,-99.9257,2018-06-20T07:05:23.956Z,8.35e-06,509.86165,2020-05-06T18:40:00.905Z,264740212.43236625,5.137e-05,,5.688e-05,bunnytoken,https://assets.coingecko.com/coins/images/3185/large/bunnytoken.png?1547564097,2022-05-12T23:14:32.710Z,3.914e-05,13530.41,699.29,5.44998,3663.0,,BunnyToken,-4.0924526205e-06,-7.37847,,eth,-99.9738491402871,-0.999738491402871,bunny,407562867.211412,9.09
token/zionomics,1.89,-99.28539,2021-12-29T21:15:59.091Z,0.01327348,1.61321,2022-04-18T05:11:58.877Z,1000000.0,0.01348761,13487.61,,zionomics,https://assets.coingecko.com/coins/images/22060/large/DAfjEBm.png?1640696990,2022-04-18T11:48:25.837Z,,13487.61,,,3663.0,1000000.0,Zionomics,,,,,,,ziox,1000000.0,6.74
token/vitoge,2.0868e-08,-98.98847,2021-12-21T12:53:06.671Z,2.02131e-10,4.42982,2022-05-11T21:29:52.345Z,63481795663870.0,2.11085e-10,88656.0,2.11085e-10,vitoge,https://assets.coingecko.com/coins/images/21781/large/OxgwnkA6_400x400.jpg?1640007076,2022-05-12T00:32:08.819Z,2.04478e-10,13400.04,199.61,1.51218,3664.0,420000000000000.0,Vitoge,6.018e-12,2.9347,,,,,vitoge,420000000000000.0,16.7
token/lunyr,60.98,-99.99201,2018-01-09T00:00:00.000Z,0.00158968,206.49098,2017-11-14T00:00:00.000Z,2703356.0,0.00493281,,0.02679376,lunyr,https://assets.coingecko.com/coins/images/735/large/lunyr.png?1547976492,2022-05-12T23:14:30.210Z,0.00478819,13243.33,-58991.582428370624,-81.6663,3665.0,,Lunyr,-0.0217319623730941,-81.50066,,,,,lun,2703356.0,8.66
token/influxcoin,3.05,-99.86233,2018-01-13T00:00:00.000Z,0.00046642,800.78077,2019-07-18T00:00:00.000Z,3104870.82210621,0.00424726,,0.0057653,influxcoin,https://assets.coingecko.com/coins/images/311/large/influxcoin.png?1547034075,2022-05-12T23:01:57.176Z,0.00403022,13187.2,-3159.020448749403,-19.32569,3666.0,,Influxcoin,-0.000974084627294,-18.65581,,,,,infx,12000000.0,0.02427386
token/hyperquant,0.03244622,-99.80368,2018-12-02T10:46:57.646Z,4.65e-06,1269.85898,2020-11-17T05:27:37.800Z,200000000.0,6.452e-05,,7.182e-05,hyperquant,https://assets.coingecko.com/coins/images/4410/large/hqt.png?1547039746,2022-05-12T23:13:42.042Z,5.941e-05,12841.34,-926.04197416814,-6.72635,3667.0,,HyperQuant,-4.6216023437e-06,-6.68405,,,,,hqt,200000000.0,42.61
token/dirty-finance,1.934e-05,-99.49785,2021-05-11T23:43:53.888Z,2.3289e-08,317.02624,2022-05-03T20:29:27.215Z,126219924664.76308,9.7788e-08,,1.09404e-07,dirty-finance,https://assets.coingecko.com/coins/images/15326/large/DIRTY-token-logo-200.png?1620514355,2022-05-12T23:12:07.963Z,9.1349e-08,12344.07,-951.2858575295122,-7.15503,3668.0,,Dirty Finance,-7.747680209e-09,-7.34128,,,,,dirty,1000000000000.0,80.96
token/melo-token,0.00017097,-99.91405,2021-06-25T10:13:01.757Z,3.0021e-08,389.47973,2021-09-06T07:37:04.947Z,40000000000.0,3.09513e-07,,4.52002e-07,melo-token,https://assets.coingecko.com/coins/images/16571/large/melo.PNG?1624495558,2022-05-12T23:15:31.518Z,1.45552e-07,12314.44,6177.52,100.6615,3669.0,,Melo Token,1.56671e-07,102.50505,,,,,melo,100000000000.0,10.31
token/eight-hours,0.0386472,-99.98663,2020-10-12T00:34:17.700Z,2.94e-06,75.68867,2022-05-11T13:06:53.278Z,2322609645.0,5.17e-06,51669.0,6.28e-06,eight-hours,https://assets.coingecko.com/coins/images/8786/large/8hours.png?1589970455,2022-05-12T06:08:31.537Z,5.01e-06,12000.72,-1875.5506720350204,-13.51624,3670.0,10000000000.0,Eight Hours,-8.65771170888e-07,-14.35134,,,,,ehrt,9985672952.0,48.19
token/alphr,12.72,-99.94875,2021-05-12T04:04:33.065Z,0.00483117,34.9162,2022-05-12T06:34:51.452Z,1852448.0001557928,0.00645569,,0.0095238,alphr,https://assets.coingecko.com/coins/images/15029/large/alphr.jpg?1619495712,2022-05-12T23:13:55.096Z,0.00483117,11938.59,-4300.327787893504,-26.48161,3669.0,,Alphr,-0.0020479876242474,-24.08355,,,,,alphr,10000000.0,26361.0
token/soltato-fries,0.148716,-99.20893,2021-11-08T02:40:20.865Z,0.00090119,30.54319,2022-03-24T01:43:08.151Z,10000000.0,0.00120477,119102.0,0.00129825,soltato-fries,https://assets.coingecko.com/coins/images/19533/large/soltato.png?1635745612,2022-05-12T23:11:59.750Z,0.00115035,11910.16,40.31,0.33963,3672.0,100000000.0,Soltato FRIES,3.896e-05,3.34206,,,,,fries,10000000.0,4.04
token/milkywayex,0.00258665,-99.37187,2021-12-01T16:31:04.197Z,1.382e-05,17.53204,2022-05-12T07:29:10.292Z,728038801.5299901,1.633e-05,261232.0,1.729e-05,milkywayex,https://assets.coingecko.com/coins/images/20471/large/milkywayex_32.png?1637100080,2022-05-12T23:12:30.538Z,1.382e-05,11886.68,-269.6039788790531,-2.21782,3673.0,16000000000.0,MilkyWayEx,-4.06007471281e-07,-2.42557,,,,,milky,16000000000.0,829.88
token/evencoin,0.950977,-99.92321,2019-05-24T17:29:26.100Z,9.353e-05,680.75833,2022-04-13T21:21:04.179Z,16059473.0,0.00073234,,0.00077552,evencoin,https://assets.coingecko.com/coins/images/4634/large/evencoin.png?1548125647,2022-05-12T23:13:44.020Z,0.00049757,11734.95,1805.92,18.18827,3674.0,,EvenCoin,-1.67181095241e-05,-2.23189,,,,,evn,20158118.0,97736.0
token/decentrahub-coin,101.25,-99.94443,2020-09-09T05:35:08.279Z,0.03045879,84.73148,2021-11-27T12:04:39.540Z,202376.53,0.057454,,0.059169,decentrahub-coin,https://assets.coingecko.com/coins/images/12137/large/logo256x256_%281%29.png?1597464430,2022-05-12T23:08:39.616Z,0.052868,11627.3,258.17,2.27078,3674.0,,Decentrahub Coin,0.00068839,1.2127,,,,,dcntr,552376.53,2.42
token/trollbox,0.00562279,-99.67593,2021-09-10T03:18:54.847Z,1.634e-05,11.5079,2022-05-12T05:28:57.744Z,610448255.0,1.877e-05,92657.0,0.00015416,trollbox,https://assets.coingecko.com/coins/images/16903/large/trollbox-200.png?1625578606,2022-05-12T23:16:12.178Z,1.634e-05,11312.49,-15582.472598534518,-57.93826,3676.0,5000000000.0,trollbox,-2.39801037995e-05,-56.08885,,,,,tox,1000000000.0,28.84
